contract,line
Aggregator_1751.xlsx,373
Aggregator_2289.xlsx,373
AppProxyUpgradeable_2399.xlsx,1658
AToken_2035.xlsx,2015
CashQuestBot_4865.xlsx,44
DMEX_Oracle_1196.xlsx,20
DMEX_Trading_1195.xlsx,81
MedianBATUSD_3356.xlsx,66
Oracle_4469.xlsx,127
Oracle_5372.xlsx,2733
OracleFactory_4365.xlsx,383
RampInstantTokenEscrows_2772.xlsx,192
RampInstantEthEscrows_2773.xlsx,148
SmartexCrowdsale_286.xlsx,384
SmartexExchange_123.xlsx,239
SquareQueue_377.xlsx,40
TokenProxy_3653.xlsx,890
