type,count,contracts
2thousand,2,"[{""contract"":""EticaRelease_3466"",""line"":1259},{""contract"":""OrchidLottery_2494"",""line"":220}]"
4thousand,0,[]
6thousand,0,[]
8thousand,0,[]
10thousand,0,[]
