contract,line
Ethereumscash_1658.xlsx,70
F1DeltaCrate_911.xlsx,1080
MakerV2Manager_2847.xlsx,677
Oracle_4469.xlsx,202
RelayHub_5451.xlsx,1337
StakingContract_2171.xlsx,668
TetherToken_2078.xlsx,533
TransferManager_2850.xlsx,676
TrueProfileLogic_4656.xlsx,126
