type,count,contracts
2thousand,2,"[{""contract"":""DelegatedSending_5861"",""line"":1989},{""contract"":""EticaRelease_3466"",""line"":616}]"
4thousand,1,"[{""contract"":""KOLVote_2618"",""line"":394}]"
6thousand,0,[]
8thousand,0,[]
10thousand,0,[]
