contract,line
AccountCreator_822.xlsx,527
AccountLogic_1962.xlsx,739
Curvepool_473.xlsx,589
GtanToken_472.xlsx,383
HashTimeLock_1912.xlsx,78
HedgeContract_1066.xlsx,722
IOCrypto_5033.xlsx,70
IzeToken_1884.xlsx,476
Oracle_4469.xlsx,201
PrivatixServiceContract_5562.xlsx,20
Smartex_4754.xlsx,20
Smartlevel_3010.xlsx,25
TetherToken_2078.xlsx,658
Unipool_1030.xlsx,592
